product,neighbor_rank,neighbor,distance
Massey Ferguson | 4709 | 95hp | Platform | Synchronized | 12x12 | Power Shuttle | 65lpm | 3000kgf | 180l | VCR: 2 | 540 - Essential I,3,Massey Ferguson | 4709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 65lpm | 3000kgf | 160l | VCR: 3 | 540/540E - Essential II,2.8808039779491854
Massey Ferguson | 4709 | 95hp | Platform | Synchronized | 12x12 | Power Shuttle | 65lpm | 3000kgf | 180l | VCR: 2 | 540 - Essential I,4,Massey Ferguson | 4709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 65lpm | 3000kgf | 160l | VCR: 2 | 540 - Essential I,2.8808039779491854
Massey Ferguson | 4709 | 95hp | Platform | Synchronized | 12x12 | Power Shuttle | 65lpm | 3000kgf | 180l | VCR: 2 | 540 - Essential I,5,Massey Ferguson | 4709 | 95hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 65lpm | 3000kgf | 180l | VCR: 2 | 540/540E - Standard III,3.0211062555156647
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Standard II,1,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Standard II,0.6004750761950322
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Standard II,2,Valtra | A94 | 95hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Basic II,2.8586899517889837
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Standard II,3,Valtra | A104 | 101hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Basic II,2.921074897634556
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Standard II,4,Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,3.0211062555156656
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Standard II,5,Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,3.0211062555156656
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,1,Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,0.0
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,2,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,0.600475076195038
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,3,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,0.600475076195038
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,4,Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 3 | 540/540E/1000 - Essential III,1.677703202825061
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,5,Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,1.677703202825061
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,1,Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,0.0
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,2,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,0.600475076195038
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,3,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,0.600475076195038
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,4,Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 3 | 540/540E/1000 - Essential III,1.677703202825061
Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,5,Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,1.677703202825061
Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,1,Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,0.600475076195035
Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,2,Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,1.6094176237860558
Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,3,Massey Ferguson | 6712 | 121hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,2.6969427836954143
Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,4,Valtra | A94 | 95hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Basic I,2.8586899517889837
Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,5,Valtra | A104 | 101hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Basic I,2.9210748976345564
Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,1,Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,0.600475076195035
Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,2,Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 200l | VCR: 2 | 540 - Essential I,1.6094176237860558
Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,3,Massey Ferguson | 6712 | 121hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 200l | VCR: 2 | 540 - Essential I,2.6969427836954143
Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,4,Valtra | A94 | 95hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Classic I,2.8586899517889854
Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,5,Valtra | A94 | 95hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 3 | 540/540E - Classic II,2.8586899517889854
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Standard II,1,Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Standard II,0.6004750761950322
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Standard II,2,Valtra | A104 | 101hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Basic II,2.8586899517889823
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Standard II,3,Valtra | A94 | 95hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Basic II,2.921074897634556
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Standard II,4,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,3.0211062555156647
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Mechanical Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Standard II,5,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,3.0211062555156647
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,1,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,0.0
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,2,Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,0.600475076195038
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,3,Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,0.600475076195038
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,4,Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 3 | 540/540E/1000 - Essential III,1.4077816473340605
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,5,Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,1.4077816473340605
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,1,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,0.0
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,2,Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,0.600475076195038
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,3,Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,0.600475076195038
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,4,Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 3 | 540/540E/1000 - Essential III,1.4077816473340605
Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,5,Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,1.4077816473340605
Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,1,Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,0.600475076195035
Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,2,Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,1.3256644437995149
Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,3,Massey Ferguson | 6712 | 121hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,2.266677251781508
Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,4,Valtra | A104 | 101hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Basic I,2.8586899517889837
Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,5,Valtra | A94 | 95hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Basic I,2.9210748976345573
Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,1,Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,0.600475076195035
Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,2,Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 200l | VCR: 2 | 540 - Essential I,1.3256644437995175
Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,3,Massey Ferguson | 6712 | 121hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 200l | VCR: 2 | 540 - Essential I,2.2666772517815064
Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,4,Valtra | A104 | 101hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Classic I,2.858689951788984
Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,5,Valtra | A104 | 101hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 3 | 540/540E - Classic II,2.858689951788984
Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,1,Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,0.0
Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,2,Massey Ferguson | 6712 | 121hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,1.3410795094755208
Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,3,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,1.4077816473340605
Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,4,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,1.4077816473340605
Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,5,Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,1.677703202825061
Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 3 | 540/540E/1000 - Essential III,1,Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,0.0
Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 3 | 540/540E/1000 - Essential III,2,Massey Ferguson | 6712 | 121hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,1.3410795094755208
Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 3 | 540/540E/1000 - Essential III,3,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,1.4077816473340605
Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 3 | 540/540E/1000 - Essential III,4,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,1.4077816473340605
Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 3 | 540/540E/1000 - Essential III,5,Massey Ferguson | 5709 | 95hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 3 | 540/540E - Essential II,1.677703202825061
Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,1,Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,1.3256644437995149
Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,2,Massey Ferguson | 6712 | 121hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,1.3410795094755208
Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,3,Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,1.6094176237860558
Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,4,Massey Ferguson | 6713 | 131hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,2.1386434367040166
Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,5,Valtra | A114 | 111hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Basic I,2.875437892409263
Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 200l | VCR: 2 | 540 - Essential I,1,Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,1.3256644437995175
Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 200l | VCR: 2 | 540 - Essential I,2,Massey Ferguson | 6712 | 121hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 200l | VCR: 2 | 540 - Essential I,1.3410795094755235
Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 200l | VCR: 2 | 540 - Essential I,3,Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 180l | VCR: 2 | 540 - Essential I,1.6094176237860558
Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 200l | VCR: 2 | 540 - Essential I,4,Massey Ferguson | 6713 | 131hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 200l | VCR: 2 | 540 - Essential I,2.1386434367040166
Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 200l | VCR: 2 | 540 - Essential I,5,Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 3 | 540/540E/1000 - Essential III,2.857333335464743
Massey Ferguson | 6712 | 121hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,1,Massey Ferguson | 6713 | 131hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,0.8581227704910078
Massey Ferguson | 6712 | 121hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,2,Massey Ferguson | 6713 | 131hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 3 | 540/540E/1000 - Essential III,0.8581227704910078
Massey Ferguson | 6712 | 121hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,3,Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 3 | 540/540E/1000 - Essential III,1.3410795094755208
Massey Ferguson | 6712 | 121hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,4,Massey Ferguson | 6711 | 111hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,1.3410795094755208
Massey Ferguson | 6712 | 121hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4950kgf | 190l | VCR: 2 | 540 - Essential I,5,Massey Ferguson | 5710 | 101hp | Cabin | Synchronized | 12x12 | Power Shuttle | 98lpm | 4300kgf | 160l | VCR: 2 | 540 - Essential I,2.315661614476537
Massey Ferguson | 6712 | 121hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,1,Massey Ferguson | 6713 | 131hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,0.858122770491016
Massey Ferguson | 6712 | 121hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,2,Massey Ferguson | 6711 | 111hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,1.3410795094755208
Massey Ferguson | 6712 | 121hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,3,Massey Ferguson | 5710 | 101hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,2.266677251781508
Massey Ferguson | 6712 | 121hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,4,Massey Ferguson | 5709 | 95hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4300kgf | 180l | VCR: 2 | 540 - Standard I,2.6969427836954143
Massey Ferguson | 6712 | 121hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Standard I,5,Valtra | A124 | 121hp | Platform | Synchronized | 12x12 | Mechanical Shuttle | 57lpm | 4950kgf | 200l | VCR: 2 | 540 - Basic I,2.8823672916145195
