hp_range,fruityard,maximum,number_of_gears,shuttle_Mechanical Shuttle,shuttle_No Shuttle,shuttle_No shuttle,shuttle_Power Shuttle,shift_position_center,shift_position_side,transmission_type_Not Synchronized,transmission_type_Not synchronized,transmission_type_Synchronized,injection_types_electronical,injection_types_mechanical,lifting_capacity,maximum_flow,maximum_torque,memo_speed_function,vcr,operator_environment_Cabin,operator_environment_Platform,operator_environment_Sem Platform,rated_pto_speed,seat_suspension_Mech. Vertical,seat_suspension_Pneumatic,control_interface_automatic,control_interface_button,control_interface_by lever,guidance_function,steering_wheel_adjustment_fixed,steering_wheel_adjustment_tilt+telescopic,steering_wheel_adjustment_tiltable,tank_capacity,telemetry,turning_radius,dashboard_analog,dashboard_digital,weight,outside_control_no,outside_control_optional,outside_control_yes,wheelbase
98.0,0,0.2664055039870251,144.0,False,False,False,True,False,True,False,False,True,True,False,0.6512085360094634,1.254833797069994,0.36104054491565585,1.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,0.627906976744186,False,True,0.5018088592333235,False,True,False,0.50934839156855
98.0,0,0.2664055039870251,144.0,False,False,False,True,False,True,False,False,True,True,False,0.6512085360094634,1.254833797069994,0.36104054491565585,1.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,0.627906976744186,False,True,0.5018088592333235,False,True,False,0.50934839156855
113.0,0,0.7706622162087602,144.0,True,False,False,False,False,True,False,False,True,True,False,1.323894391501504,-0.6172395968051435,0.43823081413221376,1.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.7944175428789391,1,0.627906976744186,False,True,0.6470780696423285,False,True,False,1.0212699337459272
113.0,0,0.7706622162087602,144.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.254833797069994,0.43823081413221376,1.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.7944175428789391,1,0.627906976744186,False,True,0.6470780696423285,False,True,False,1.0212699337459272
113.0,0,0.7706622162087602,144.0,True,False,False,False,False,True,False,False,True,True,False,1.323894391501504,-0.6172395968051435,0.43823081413221376,1.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,1.0062962577213297,1,0.627906976744186,False,True,0.6470780696423285,False,True,False,1.0212699337459272
113.0,0,0.7706622162087602,144.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.254833797069994,0.43823081413221376,1.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,1.0062962577213297,1,0.627906976744186,False,True,0.6470780696423285,False,True,False,1.0212699337459272
125.5,0,1.2749189284304951,144.0,True,False,False,False,False,True,False,False,True,True,False,1.323894391501504,-0.6172395968051435,1.4637586765807686,1.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.7944175428789391,1,0.44186046511627897,False,True,1.2463135625794741,False,True,False,1.0212699337459272
125.5,0,1.2749189284304951,144.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.254833797069994,1.4637586765807686,1.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.7944175428789391,1,0.44186046511627897,False,True,1.2463135625794741,False,True,False,1.0212699337459272
125.5,0,1.2749189284304951,144.0,True,False,False,False,False,True,False,False,True,True,False,1.323894391501504,-0.6172395968051435,1.4637586765807686,1.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,1.0062962577213297,1,0.44186046511627897,False,True,1.2463135625794741,False,True,False,1.0212699337459272
125.5,0,1.2749189284304951,144.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.254833797069994,1.4637586765807686,1.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,1.0062962577213297,1,0.44186046511627897,False,True,1.2463135625794741,False,True,False,1.0212699337459272
125.5,0,1.2749189284304951,256.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.574456083829164,1.4637586765807686,1.0,0.0,True,False,False,0.0,True,False,True,False,False,0.0,False,True,False,1.430053687406111,1,0.44186046511627897,False,True,0.9027518799621773,False,False,True,1.9134760501122134
125.5,0,1.2749189284304951,256.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.574456083829164,1.4637586765807686,1.0,0.0,True,False,False,0.0,False,True,True,False,False,0.0,False,True,False,1.430053687406111,1,0.44186046511627897,False,True,0.9027518799621773,False,False,True,1.9134760501122134
125.5,0,1.2749189284304951,256.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.254833797069994,1.4637586765807686,1.0,0.0,True,False,False,0.0,True,False,True,False,False,0.0,False,True,False,1.430053687406111,1,0.44186046511627897,False,True,0.9027518799621773,False,False,True,1.9134760501122134
135.5,0,1.7791756406522303,144.0,True,False,False,False,False,True,False,False,True,True,False,1.323894391501504,-0.6172395968051435,1.7945741160803024,1.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.7944175428789391,1,0.44186046511627897,False,True,1.6458038912042379,False,True,False,1.0212699337459272
135.5,0,1.7791756406522303,144.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.254833797069994,1.7945741160803024,1.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.7944175428789391,1,0.44186046511627897,False,True,1.6458038912042379,False,True,False,1.0212699337459272
135.5,0,1.7791756406522303,144.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.254833797069994,1.7945741160803024,1.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.7944175428789391,1,0.44186046511627897,False,True,1.6458038912042379,False,True,False,1.0212699337459272
135.5,0,1.7791756406522303,144.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.254833797069994,1.7945741160803024,1.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.7944175428789391,1,0.44186046511627897,False,True,1.6458038912042379,False,True,False,1.0212699337459272
135.5,0,1.7791756406522303,144.0,True,False,False,False,False,True,False,False,True,True,False,1.323894391501504,-0.6172395968051435,1.7945741160803024,1.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,1.0062962577213297,1,0.44186046511627897,False,True,1.6458038912042379,False,True,False,1.0212699337459272
135.5,0,1.7791756406522303,144.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.254833797069994,1.7945741160803024,1.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,1.0062962577213297,1,0.44186046511627897,False,True,1.6458038912042379,False,True,False,1.0212699337459272
135.5,0,1.7791756406522303,144.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.254833797069994,1.7945741160803024,1.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,1.0062962577213297,1,0.44186046511627897,False,True,1.6458038912042379,False,True,False,1.0212699337459272
135.5,0,1.7791756406522303,256.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.574456083829164,1.7945741160803024,1.0,0.0,True,False,False,0.0,True,False,True,False,False,0.0,False,True,False,1.430053687406111,1,0.44186046511627897,False,True,1.329843358564652,False,False,True,1.9134760501122134
135.5,0,1.7791756406522303,256.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.574456083829164,1.7945741160803024,1.0,0.0,True,False,False,0.0,False,True,True,False,False,0.0,False,True,False,1.430053687406111,1,0.44186046511627897,False,True,1.329843358564652,False,False,True,1.9134760501122134
135.5,0,1.7791756406522303,256.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.254833797069994,1.7945741160803024,1.0,0.0,True,False,False,0.0,True,False,True,False,False,0.0,False,True,False,1.430053687406111,1,0.44186046511627897,False,True,1.329843358564652,False,False,True,1.9134760501122134
135.5,0,1.7791756406522303,256.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.254833797069994,1.7945741160803024,1.0,0.0,True,False,False,0.0,False,True,True,False,False,0.0,False,True,False,1.430053687406111,1,0.44186046511627897,False,True,1.329843358564652,False,False,True,1.9134760501122134
135.5,0,1.7791756406522303,256.0,False,False,False,True,False,True,False,False,True,True,False,1.323894391501504,1.254833797069994,1.7945741160803024,1.0,0.0,True,False,False,0.0,False,True,True,False,False,0.0,False,True,False,1.430053687406111,1,0.44186046511627897,False,True,1.329843358564652,False,False,True,1.9134760501122134
55.5,0,-2.053175372232956,16.0,False,False,True,False,True,False,False,True,False,False,True,-1.2116138330454185,-2.4436526640003997,-1.8443957184145696,1.0,0.0,False,False,True,0.0,True,False,False,False,True,0.0,True,False,False,-1.2184302481237714,1,0.6359379844961242,True,False,-3.747315545230073,True,False,False,8.881784197001252e-16
65.5,0,-1.548918660011221,16.0,False,False,True,False,True,False,False,True,False,False,True,-1.2116138330454185,-0.5259189434453807,-1.4033084657485246,1.0,0.0,False,False,True,0.0,True,False,False,False,True,0.0,True,False,False,-1.2184302481237714,1,0.6359379844961242,True,False,-3.747315545230073,True,False,False,8.881784197001252e-16
65.5,1,-1.4480673175668741,96.0,False,True,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-1.3021444970033647,-1.3812541031152223,1.0,0.0,True,False,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.5574361918715964,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
65.5,1,-1.4480673175668741,96.0,False,True,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-0.7085602501649063,-1.3812541031152223,1.0,0.0,True,False,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.5574361918715964,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
65.5,1,-1.4480673175668741,96.0,False,True,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-1.3021444970033647,-1.3812541031152223,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.5574361918715964,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
65.5,1,-1.4480673175668741,96.0,False,True,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-0.7085602501649063,-1.3812541031152223,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.5574361918715964,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
75.5,0,-1.044661947789486,16.0,False,False,True,False,False,True,False,True,False,False,True,-1.2116138330454185,-2.4436526640003997,-1.2820094712653622,1.0,0.0,False,False,True,0.0,True,False,False,False,True,0.0,True,False,False,-1.2184302481237714,1,0.6359379844961242,True,False,-3.747315545230073,True,False,False,8.881784197001252e-16
75.5,0,-1.044661947789486,48.0,False,False,True,False,False,True,False,False,True,False,True,-1.2116138330454185,-0.5259189434453807,-1.2820094712653622,1.0,0.0,False,False,True,0.0,True,False,False,False,True,0.0,True,False,False,-1.2184302481237714,1,0.6359379844961242,True,False,-3.747315545230073,True,False,False,8.881784197001252e-16
75.5,1,-0.8933849341229655,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-0.7085602501649063,-0.8850309438659215,1.0,0.0,True,False,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.5574361918715964,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
75.5,1,-0.8933849341229655,96.0,False,True,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-1.3021444970033647,-0.8850309438659215,1.0,0.0,True,False,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.5574361918715964,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
75.5,1,-0.8933849341229655,96.0,False,True,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-0.7085602501649063,-0.8850309438659215,1.0,0.0,True,False,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.5574361918715964,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
75.5,1,-0.8933849341229655,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-0.7085602501649063,-0.8850309438659215,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.5574361918715964,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
75.5,1,-0.8933849341229655,96.0,False,True,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-1.3021444970033647,-0.8850309438659215,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.5574361918715964,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
75.5,1,-0.8933849341229655,96.0,False,True,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-0.7085602501649063,-0.8850309438659215,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.5574361918715964,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
75.5,0,-0.9942362765673125,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.7196232241161546,0.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,1.0,False,True,-0.7511380805443447,False,True,False,-0.8070212883161344
75.5,0,-0.9942362765673125,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.7196232241161546,0.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,1.0,False,True,-0.7511380805443447,False,True,False,-0.8070212883161344
75.5,0,-0.9942362765673125,144.0,False,False,False,True,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.7196232241161546,0.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,1.0,False,True,-0.7511380805443447,False,True,False,-0.8070212883161344
75.5,0,-0.9942362765673125,144.0,False,False,False,True,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.7196232241161546,0.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,1.0,False,True,-0.7511380805443447,False,True,False,-0.8070212883161344
75.5,0,-0.9942362765673125,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.7196232241161546,0.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,1.0,False,True,-0.7511380805443447,False,True,False,-0.8070212883161344
75.5,0,-0.9942362765673125,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.7196232241161546,0.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,1.0,False,True,-0.7511380805443447,False,True,False,-0.8070212883161344
75.5,0,-0.9942362765673125,144.0,False,False,False,True,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.7196232241161546,0.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,1.0,False,True,-0.7511380805443447,False,True,False,-0.8070212883161344
75.5,0,-0.9942362765673125,144.0,False,False,False,True,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.7196232241161546,0.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,1.0,False,True,-0.7511380805443447,False,True,False,-0.8070212883161344
75.5,0,-0.8933849341229655,96.0,False,True,False,False,False,True,False,False,True,True,False,0.13375787793866284,-1.3021444970033647,-0.8960581251825727,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,True,False,False,-1.0277394047656199,0,0.6359379844961242,True,False,-0.6312909819569156,True,False,False,-0.5949395065569352
75.5,0,-0.8933849341229655,128.0,False,True,False,False,False,True,False,False,True,True,False,0.13375787793866284,-1.3021444970033647,-0.8960581251825727,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,True,False,False,-1.0277394047656199,0,0.6359379844961242,True,False,-0.6312909819569156,True,False,False,-0.5949395065569352
75.5,0,-0.8933849341229655,32.0,False,True,False,False,False,True,False,False,True,True,False,0.13375787793866284,-1.3021444970033647,-0.8960581251825727,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,True,False,False,-1.0277394047656199,0,0.6359379844961242,True,False,-0.6312909819569156,True,False,False,-0.5949395065569352
85.5,1,-0.48997956434557743,96.0,False,True,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-0.7085602501649063,-0.5211339604164343,1.0,0.0,True,False,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.0277394047656199,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
85.5,1,-0.48997956434557743,96.0,False,True,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-0.7085602501649063,-0.5211339604164343,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.0277394047656199,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
85.5,0,-0.48997956434557743,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.3336718780333652,0.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,1.0,False,True,-0.3516477519195809,False,True,False,-0.8070212883161344
85.5,0,-0.48997956434557743,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.3336718780333652,0.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,1.0,False,True,-0.3516477519195809,False,True,False,-0.8070212883161344
85.5,0,-0.48997956434557743,144.0,False,False,False,True,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.3336718780333652,0.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,1.0,False,True,-0.3516477519195809,False,True,False,-0.8070212883161344
85.5,0,-0.48997956434557743,144.0,False,False,False,True,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.3336718780333652,0.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,1.0,False,True,-0.3516477519195809,False,True,False,-0.8070212883161344
85.5,0,-0.48997956434557743,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.3336718780333652,0.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,1.0,False,True,-0.3516477519195809,False,True,False,-0.8070212883161344
85.5,0,-0.48997956434557743,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.3336718780333652,0.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,1.0,False,True,-0.3516477519195809,False,True,False,-0.8070212883161344
85.5,0,-0.48997956434557743,144.0,False,False,False,True,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.3336718780333652,0.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,1.0,False,True,-0.3516477519195809,False,True,False,-0.8070212883161344
85.5,0,-0.48997956434557743,144.0,False,False,False,True,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.3336718780333652,0.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,1.0,False,True,-0.3516477519195809,False,True,False,-0.8070212883161344
85.5,0,-0.540405235567751,96.0,False,True,False,False,False,True,False,False,True,True,False,0.13375787793866284,-1.3021444970033647,-0.5211339604164343,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,True,False,False,-1.5574361918715964,0,0.6359379844961242,True,False,-0.3516477519195809,True,False,False,-0.5949395065569352
85.5,0,-0.540405235567751,128.0,False,True,False,False,False,True,False,False,True,True,False,0.13375787793866284,-1.3021444970033647,-0.5211339604164343,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,True,False,False,-1.5574361918715964,0,0.6359379844961242,True,False,-0.3516477519195809,True,False,False,-0.5949395065569352
85.5,0,-0.540405235567751,32.0,False,True,False,False,False,True,False,False,True,True,False,0.13375787793866284,-1.3021444970033647,-0.5211339604164343,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,True,False,False,-1.5574361918715964,0,0.6359379844961242,True,False,-0.3516477519195809,True,False,False,-0.5949395065569352
98.0,1,0.014277147876157602,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-0.7085602501649063,-0.4108621472499231,1.0,0.0,True,False,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.0277394047656199,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
98.0,1,0.014277147876157602,96.0,False,True,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-1.3021444970033647,-0.4108621472499231,1.0,0.0,True,False,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.0277394047656199,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
98.0,1,0.014277147876157602,96.0,False,True,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-0.7085602501649063,-0.4108621472499231,1.0,0.0,True,False,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.0277394047656199,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
98.0,1,0.014277147876157602,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-0.7085602501649063,-0.4108621472499231,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.0277394047656199,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
98.0,1,0.014277147876157602,96.0,False,True,False,False,False,True,False,False,True,True,False,-0.5544514972955018,-0.7085602501649063,-0.4108621472499231,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,False,False,True,-1.0277394047656199,1,0.8232558139534882,True,False,-0.4787583110274603,True,False,False,-1.1726795327285466
98.0,0,-0.036148523346015905,144.0,True,False,False,False,False,True,False,False,True,True,False,0.6512085360094634,1.254833797069994,0.03022510541612202,1.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,0.627906976744186,False,True,0.10231853060855972,False,True,False,0.50934839156855
98.0,0,-0.036148523346015905,144.0,False,False,False,True,False,True,False,False,True,True,False,0.6512085360094634,1.254833797069994,0.03022510541612202,1.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,0.627906976744186,False,True,0.10231853060855972,False,True,False,0.50934839156855
98.0,0,-0.036148523346015905,144.0,False,False,False,True,False,True,False,False,True,True,False,0.6512085360094634,1.254833797069994,0.03022510541612202,1.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,0.627906976744186,False,True,0.10231853060855972,False,True,False,0.50934839156855
98.0,0,-0.036148523346015905,144.0,True,False,False,False,False,True,False,False,True,True,False,0.6512085360094634,-0.6172395968051435,0.03022510541612202,1.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,0.627906976744186,False,True,0.10231853060855972,False,True,False,0.50934839156855
98.0,0,-0.036148523346015905,144.0,True,False,False,False,False,True,False,False,True,True,False,0.6512085360094634,1.254833797069994,0.03022510541612202,1.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,0.627906976744186,False,True,0.10231853060855972,False,True,False,0.50934839156855
98.0,0,-0.036148523346015905,144.0,False,False,False,True,False,True,False,False,True,True,False,0.6512085360094634,1.254833797069994,0.03022510541612202,1.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,0.627906976744186,False,True,0.10231853060855972,False,True,False,0.50934839156855
98.0,0,-0.036148523346015905,144.0,False,False,False,True,False,True,False,False,True,True,False,0.6512085360094634,1.254833797069994,0.03022510541612202,1.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,0.627906976744186,False,True,0.10231853060855972,False,True,False,0.50934839156855
98.0,0,-0.036148523346015905,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.24545442750015617,0.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,1.0,False,True,0.04784257670518284,False,True,False,-0.8070212883161344
98.0,0,-0.036148523346015905,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.24545442750015617,0.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,1.0,False,True,0.04784257670518284,False,True,False,-0.8070212883161344
98.0,0,-0.036148523346015905,144.0,False,False,False,True,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.24545442750015617,0.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,1.0,False,True,0.04784257670518284,False,True,False,-0.8070212883161344
98.0,0,-0.036148523346015905,144.0,False,False,False,True,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.24545442750015617,0.0,0.0,True,False,False,0.0,True,False,False,True,False,0.0,False,True,False,0.15878139835176736,1,1.0,False,True,0.04784257670518284,False,True,False,-0.8070212883161344
98.0,0,-0.036148523346015905,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.24545442750015617,0.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,1.0,False,True,0.04784257670518284,False,True,False,-0.8070212883161344
98.0,0,-0.036148523346015905,144.0,True,False,False,False,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.24545442750015617,0.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,1.0,False,True,0.04784257670518284,False,True,False,-0.8070212883161344
98.0,0,-0.036148523346015905,144.0,False,False,False,True,False,True,False,False,True,True,False,-0.694163174974618,-0.2519569833660923,-0.24545442750015617,0.0,0.0,False,True,False,0.0,True,False,False,True,False,0.0,False,True,False,0.5825388280365486,1,1.0,False,True,0.04784257670518284,False,True,False,-0.8070212883161344
98.0,0,-0.036148523346015905,96.0,False,True,False,False,False,True,False,False,True,True,False,0.13375787793866284,-1.3021444970033647,-0.3777806032999697,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,True,False,False,-1.0277394047656199,0,0.6359379844961242,True,False,0.04784257670518284,True,False,False,-0.5949395065569352
98.0,0,-0.036148523346015905,128.0,False,True,False,False,False,True,False,False,True,True,False,0.13375787793866284,-1.3021444970033647,-0.3777806032999697,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,True,False,False,-1.5574361918715964,0,0.6359379844961242,True,False,0.04784257670518284,True,False,False,-0.5949395065569352
98.0,0,-0.036148523346015905,32.0,False,True,False,False,False,True,False,False,True,True,False,0.13375787793866284,-1.3021444970033647,-0.3777806032999697,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,True,False,False,-1.5574361918715964,0,0.6359379844961242,True,False,0.04784257670518284,True,False,False,-0.5949395065569352
98.0,0,0.2159798327648516,96.0,False,True,False,False,False,True,False,False,True,True,False,0.13375787793866284,-1.3021444970033647,-0.3226446967167141,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,True,False,False,-1.0277394047656199,0,0.6359379844961242,True,False,0.24758774101756473,True,False,False,-0.5949395065569352
98.0,0,0.2159798327648516,128.0,False,True,False,False,False,True,False,False,True,True,False,0.13375787793866284,-1.3021444970033647,-0.3226446967167141,1.0,0.0,False,True,False,0.0,True,False,False,False,True,0.0,True,False,False,-1.5574361918715964,0,0.6359379844961242,True,False,0.24758774101756473,True,False,False,-0.5949395065569352
